Plant Name,Image File Name,Status,Category,Edibility,Usage,WNNC Location,Notes,Google Search Link,
Italian Ryegrass,Italian_Ryegrass.jpg,Non-native,Grass,Not edible,Invasive turf weed; displaces native grasses; fire fuel,,,https://www.google.com/search?q=Italian%20Ryegrass%20California%20native%20plant,
Annual Bluegrass,Annual_Bluegrass.jpg,Non-native,Grass,Not edible,Lawn & turf weed; displaces natives; early spring grower,,,https://www.google.com/search?q=Annual%20Bluegrass%20California%20native%20plant,
Bermuda Grass,Bermuda_Grass.jpg,Non-native,Grass,Not edible,Invasive lawn weed; drought tolerant; sports turf; hard to remove,,,https://www.google.com/search?q=Bermuda%20Grass%20California%20native%20plant,
Kikuyu Grass,Kikuyu_Grass.jpg,Non-native,Grass,Not edible,Aggressive invasive; smothers natives; hard to control,,,https://www.google.com/search?q=Kikuyu%20Grass%20California%20native%20plant,
Hottentot Fig (Ice Plant),Hottentot_Fig.jpg,Non-native,Herb,Edible,Edible tart fruit; invasive dune cover; smothers native plants,,,https://www.google.com/search?q=Hottentot%20Fig%20%28Ice%20Plant%29%20California%20native%20plant,
Freeway Ice Plant,Freeway_Ice_Plant.jpg,Non-native,Herb,Not edible,Invasive; used for erosion control; smothers native plants,,,https://www.google.com/search?q=Freeway%20Ice%20Plant%20California%20native%20plant,
Cape Ivy,Cape_Ivy.jpg,Non-native,Vine,Poisonous,Highly invasive; smothers trees; toxic; hard to control,,,https://www.google.com/search?q=Cape%20Ivy%20California%20native%20plant,
English Ivy,English_Ivy.jpg,Non-native,Vine,Poisonous,Invasive shade ground cover; toxic berries; smothers understory,,,https://www.google.com/search?q=English%20Ivy%20California%20native%20plant,
Pampas Grass,Pampas_Grass.jpg,Non-native,Grass,Not edible,Highly invasive; fire hazard; large ornamental; hard to eradicate,,,https://www.google.com/search?q=Pampas%20Grass%20California%20native%20plant,
Giant Reed,Giant_Reed.jpg,Non-native,Grass,Not edible,Highly invasive riparian weed; fire hazard; displaces willows,,,https://www.google.com/search?q=Giant%20Reed%20California%20native%20plant,
Tamarisk (Saltcedar),Tamarisk.jpg,Non-native,Tree,Not edible,Invasive riparian; salt accumulation; displaces natives; fire fuel,,,https://www.google.com/search?q=Tamarisk%20%28Saltcedar%29%20California%20native%20plant,
Tree of Heaven,Tree_of_Heaven.jpg,Non-native,Tree,Poisonous,Invasive urban weed tree; allelopathic; Spotted Lanternfly host,,,https://www.google.com/search?q=Tree%20of%20Heaven%20California%20native%20plant,
Eucalyptus (Blue Gum),Eucalyptus_Blue_Gum.jpg,Non-native,Tree,Not edible,Invasive; fire hazard; Monarch butterfly roost; medicinal oil,,,https://www.google.com/search?q=Eucalyptus%20%28Blue%20Gum%29%20California%20native%20plant,
Eucalyptus (Lemon),Eucalyptus_Lemon.jpg,Non-native,Tree,Not edible,Invasive; insect repellent oil; ornamental; fire hazard,,,https://www.google.com/search?q=Eucalyptus%20%28Lemon%29%20California%20native%20plant,
Periwinkle,Periwinkle.jpg,Non-native,Herb,Poisonous,Invasive ground cover; toxic; medicinal alkaloids; shade garden,,,https://www.google.com/search?q=Periwinkle%20California%20native%20plant,
Common Fennel,Common_Fennel.jpg,Non-native,Herb,Edible,Edible all parts; anise flavor; invasive; swallowtail butterfly host,,,https://www.google.com/search?q=Common%20Fennel%20California%20native%20plant,
Wild Artichoke Thistle,Wild_Artichoke_Thistle.jpg,Non-native,Herb,Edible,Edible hearts & stalks; invasive; sharp spines; fire hazard,,,https://www.google.com/search?q=Wild%20Artichoke%20Thistle%20California%20native%20plant,
Yellow Star Thistle,Yellow_Star_Thistle.jpg,Non-native,Herb,Caution,Invasive; causes horse brain disease; bee forage for honey,,,https://www.google.com/search?q=Yellow%20Star%20Thistle%20California%20native%20plant,
Bull Thistle,Bull_Thistle.jpg,Non-native,Herb,Edible,Edible roots & stems; invasive; goldfinch seed source,,,https://www.google.com/search?q=Bull%20Thistle%20California%20native%20plant,
Milk Thistle,Milk_Thistle.jpg,Non-native,Herb,Edible,Edible greens & seeds; medicinal (liver supplement); invasive,,,https://www.google.com/search?q=Milk%20Thistle%20California%20native%20plant,
Russian Thistle (Tumbleweed),Russian_Thistle.jpg,Non-native,Herb,Edible,Young shoots edible; iconic tumbleweed; fire hazard; invasive,,,https://www.google.com/search?q=Russian%20Thistle%20%28Tumbleweed%29%20California%20native%20plant,
London Rocket,London_Rocket.jpg,Non-native,Herb,Edible,Edible peppery leaves; invasive winter annual; bee forage,,,https://www.google.com/search?q=London%20Rocket%20California%20native%20plant,
Shepherd's Purse,Shepherd_s_Purse.jpg,Non-native,Herb,Edible,Edible greens & seeds; medicinal; common urban weed,,,https://www.google.com/search?q=Shepherd%27s%20Purse%20California%20native%20plant,
Hairy Bittercress,Hairy_Bittercress.jpg,Non-native,Herb,Edible,Edible peppery leaves; explosive seed dispersal; common weed,,,https://www.google.com/search?q=Hairy%20Bittercress%20California%20native%20plant,
Common Chickweed,Common_Chickweed.jpg,Non-native,Herb,Edible,Edible tender greens; medicinal; early bee forage; common weed,,,https://www.google.com/search?q=Common%20Chickweed%20California%20native%20plant,
Lamb's Quarters,Lamb_s_Quarters.jpg,Non-native,Herb,Edible,Nutritious edible greens; seeds edible; common garden weed,,,https://www.google.com/search?q=Lamb%27s%20Quarters%20California%20native%20plant,
Common Purslane,Common_Purslane.jpg,Non-native,Herb,Edible,Nutritious edible (omega-3); medicinal; succulent weed; worldwide,,,https://www.google.com/search?q=Common%20Purslane%20California%20native%20plant,
Pigweed (Redroot),Pigweed_Redroot.jpg,Non-native,Herb,Edible,Edible leaves & seeds; high protein; nutritious weed,,,https://www.google.com/search?q=Pigweed%20%28Redroot%29%20California%20native%20plant,
Common Mallow,Common_Mallow.jpg,Non-native,Herb,Edible,"Edible leaves, flowers & seeds; mucilaginous; medicinal; weed",,,https://www.google.com/search?q=Common%20Mallow%20California%20native%20plant,
Cheeseweed Mallow,Cheeseweed_Mallow.jpg,Non-native,Herb,Edible,Edible young leaves; cheese-shaped seeds edible; urban weed,,,https://www.google.com/search?q=Cheeseweed%20Mallow%20California%20native%20plant,
Curly Dock,Curly_Dock.jpg,Non-native,Herb,Caution,Young leaves edible (tart); seeds edible; medicinal; high oxalates,,,https://www.google.com/search?q=Curly%20Dock%20California%20native%20plant,
Broad-leaf Dock,Broad_leaf_Dock.jpg,Non-native,Herb,Caution,Young leaves edible; medicinal; burdock-like dock; high oxalates,,,https://www.google.com/search?q=Broad-leaf%20Dock%20California%20native%20plant,
Sheep Sorrel,Sheep_Sorrel.jpg,Non-native,Herb,Caution,Tart edible leaves; lemonade-like drink; high oxalates; medicinal,,,https://www.google.com/search?q=Sheep%20Sorrel%20California%20native%20plant,
Yellow Wood Sorrel,Yellow_Wood_Sorrel.jpg,Non-native,Herb,Caution,Tart edible leaves; ornamental; high oxalates; common weed,,,https://www.google.com/search?q=Yellow%20Wood%20Sorrel%20California%20native%20plant,
Common Groundsel,Common_Groundsel.jpg,Non-native,Herb,Poisonous,Toxic liver alkaloids; fast-cycling weed; bird seed plant,,,https://www.google.com/search?q=Common%20Groundsel%20California%20native%20plant,
Bristly Oxtongue,Bristly_Oxtongue.jpg,Non-native,Herb,Edible,Edible young leaves (bitter); bee forage; coastal weed,,,https://www.google.com/search?q=Bristly%20Oxtongue%20California%20native%20plant,
Cat's Ear,Cat_s_Ear.jpg,Non-native,Herb,Edible,Edible dandelion-like leaves & roots; bee forage; lawn weed,,,https://www.google.com/search?q=Cat%27s%20Ear%20California%20native%20plant,
Crabgrass,Crabgrass.jpg,Non-native,Grass,Edible,Seeds edible; soil binder; lawn weed; heat-tolerant,,,https://www.google.com/search?q=Crabgrass%20California%20native%20plant,
Barnyardgrass,Barnyardgrass.jpg,Non-native,Grass,Edible,Seeds edible; bird forage; wetland weed; fast growing,,,https://www.google.com/search?q=Barnyardgrass%20California%20native%20plant,
Johnsongrass,Johnsongrass.jpg,Non-native,Grass,Caution,Invasive; HCN in wilted leaves toxic to livestock; hard to control,,,https://www.google.com/search?q=Johnsongrass%20California%20native%20plant,
Smilo Grass,Smilo_Grass.jpg,Non-native,Grass,Not edible,Invasive bunchgrass; displaces natives; dry slope weed,,,https://www.google.com/search?q=Smilo%20Grass%20California%20native%20plant,
Jimsonweed,Jimsonweed.jpg,Non-native,Herb,Poisonous,HIGHLY toxic; ornamental nocturnal flowers; hallucinogenic; invasive,,,https://www.google.com/search?q=Jimsonweed%20California%20native%20plant,
Tree Tobacco,Tree_Tobacco.jpg,Non-native,Shrub,Poisonous,Highly toxic; hummingbird nectar (toxic to others); invasive shrub,,,https://www.google.com/search?q=Tree%20Tobacco%20California%20native%20plant,
Common Tobacco,Common_Tobacco.jpg,Non-native,Herb,Poisonous,Toxic alkaloids; historical commercial crop; hummingbird plant,,,https://www.google.com/search?q=Common%20Tobacco%20California%20native%20plant,
Purple Loosestrife,Purple_Loosestrife.jpg,Non-native,Herb,Not edible,Invasive wetland; beautiful but destroys marsh habitat,,,https://www.google.com/search?q=Purple%20Loosestrife%20California%20native%20plant,
Common Mullein,Common_Mullein.jpg,Non-native,Herb,Caution,"Medicinal leaves (ear oil, lung tea); torch plant; biennial weed",,,https://www.google.com/search?q=Common%20Mullein%20California%20native%20plant,
Moth Mullein,Moth_Mullein.jpg,Non-native,Herb,Not edible,Ornamental roadside weed; biennial; not medicinal like common mullein,,,https://www.google.com/search?q=Moth%20Mullein%20California%20native%20plant,
Horehound,Horehound.jpg,Non-native,Herb,Caution,Medicinal cough drops; edible in small amounts; invasive weed,,,https://www.google.com/search?q=Horehound%20California%20native%20plant,
Common Plantain,Common_Plantain.jpg,Non-native,Herb,Edible,Edible nutritious leaves; wound-healing medicinal; lawn weed,,,https://www.google.com/search?q=Common%20Plantain%20California%20native%20plant,
Narrow-leaf Plantain,Narrow_leaf_Plantain.jpg,Non-native,Herb,Edible,Edible young leaves; medicinal; bee forage; lawn weed,,,https://www.google.com/search?q=Narrow-leaf%20Plantain%20California%20native%20plant,
Spotted Spurge,Spotted_Spurge.jpg,Non-native,Herb,Poisonous,Toxic milky sap; lawn weed; skin irritant; hard to control,,,https://www.google.com/search?q=Spotted%20Spurge%20California%20native%20plant,
Prostrate Spurge,Prostrate_Spurge.jpg,Non-native,Herb,Poisonous,Toxic milky sap; mat-forming weed; skin & eye irritant,,,https://www.google.com/search?q=Prostrate%20Spurge%20California%20native%20plant,
Castor Bean,Castor_Bean.jpg,Non-native,Shrub,Poisonous,HIGHLY toxic seeds (ricin); ornamental foliage; invasive riparian,,,https://www.google.com/search?q=Castor%20Bean%20California%20native%20plant,
Storksbill,Storksbill.jpg,Non-native,Herb,Edible,Edible young leaves; corkscrew awns; common lawn weed,,,https://www.google.com/search?q=Storksbill%20California%20native%20plant,
Red Clover,Red_Clover.jpg,Non-native,Herb,Edible,Edible flowers & leaves; medicinal; nitrogen fixer; bee forage,,,https://www.google.com/search?q=Red%20Clover%20California%20native%20plant,
White Clover,White_Clover.jpg,Non-native,Herb,Edible,Edible flowers; nitrogen fixer; lawn companion; bee forage,,,https://www.google.com/search?q=White%20Clover%20California%20native%20plant,
Bur Clover,Bur_Clover.jpg,Non-native,Herb,Caution,Burs tangle in fur; nitrogen fixer; winter annual weed,,,https://www.google.com/search?q=Bur%20Clover%20California%20native%20plant,
Black Medic,Black_Medic.jpg,Non-native,Herb,Edible,Edible seeds & leaves; nitrogen fixer; clover-like weed,,,https://www.google.com/search?q=Black%20Medic%20California%20native%20plant,
Yellow Sweet Clover,Yellow_Sweet_Clover.jpg,Non-native,Herb,Caution,Medicinal; bee forage (excellent honey); anticoagulant if moldy,,,https://www.google.com/search?q=Yellow%20Sweet%20Clover%20California%20native%20plant,
Common Vetch,Common_Vetch.jpg,Non-native,Vine,Caution,Nitrogen fixer; seeds mildly toxic; cover crop; wildlife forage,,,https://www.google.com/search?q=Common%20Vetch%20California%20native%20plant,
Hairy Vetch,Hairy_Vetch.jpg,Non-native,Vine,Caution,Nitrogen fixer; cover crop; bee forage; seeds mildly toxic,,,https://www.google.com/search?q=Hairy%20Vetch%20California%20native%20plant,
Alfalfa,Alfalfa.jpg,Non-native,Herb,Edible,Nutritious edible sprouts; hay crop; nitrogen fixer; bee forage,,,https://www.google.com/search?q=Alfalfa%20California%20native%20plant,
Pink Oxalis,Pink_Oxalis.jpg,Non-native,Herb,Caution,"Edible (tart, high oxalates); ornamental bulb; invasive garden weed",,,https://www.google.com/search?q=Pink%20Oxalis%20California%20native%20plant,
Poison Hemlock,Poison_Hemlock.jpg,Non-native,Herb,Poisonous,DEADLY toxic; resembles edible plants; invasive; avoid all contact,,,https://www.google.com/search?q=Poison%20Hemlock%20California%20native%20plant,
Wild Carrot,Wild_Carrot.jpg,Non-native,Herb,Caution,Edible root; ancestor of carrot; resembles toxic hemlock - caution,,,https://www.google.com/search?q=Wild%20Carrot%20California%20native%20plant,
Pineapple Weed,Pineapple_Weed.jpg,Non-native,Herb,Edible,Edible pineapple-scented flowers; tea; medicinal; path-side weed,,,https://www.google.com/search?q=Pineapple%20Weed%20California%20native%20plant,
Common Chamomile,Common_Chamomile.jpg,Non-native,Herb,Edible,Edible tea flowers; medicinal relaxant; fragrant lawn companion,,,https://www.google.com/search?q=Common%20Chamomile%20California%20native%20plant,
Mayweed,Mayweed.jpg,Non-native,Herb,Caution,Medicinal; strong-smelling; skin irritant; chamomile look-alike,,,https://www.google.com/search?q=Mayweed%20California%20native%20plant,
Silver Wattle,Silver_Wattle.jpg,Non-native,Tree,Not edible,Invasive; tannin source; ornamental; fire hazard; fast growing,,,https://www.google.com/search?q=Silver%20Wattle%20California%20native%20plant,
Bailey's Acacia,Bailey_s_Acacia.jpg,Non-native,Tree,Not edible,Invasive ornamental; yellow pom-pom flowers; fire hazard,,,https://www.google.com/search?q=Bailey%27s%20Acacia%20California%20native%20plant,
Brazilian Pepper Tree,Brazilian_Pepper_Tree.jpg,Non-native,Tree,Poisonous,Invasive; toxic berries; skin irritant (pepper family); hard to remove,,,https://www.google.com/search?q=Brazilian%20Pepper%20Tree%20California%20native%20plant,
California Pepper Tree,California_Pepper_Tree.jpg,Non-native,Tree,Caution,Ornamental shade tree; pink berries used as pepper; skin irritant,,,https://www.google.com/search?q=California%20Pepper%20Tree%20California%20native%20plant,
European Olive,European_Olive.jpg,Non-native,Tree,Edible,Edible cured fruit; oil production; ornamental; can naturalize,,,https://www.google.com/search?q=European%20Olive%20California%20native%20plant,
Oleander,Oleander.jpg,Non-native,Shrub,Poisonous,HIGHLY toxic all parts; ornamental hedge; highway planting; fragrant,,,https://www.google.com/search?q=Oleander%20California%20native%20plant,
Lantana,Lantana.jpg,Non-native,Shrub,Poisonous,Toxic berries; ornamental; butterfly nectar; invasive in mild climates,,,https://www.google.com/search?q=Lantana%20California%20native%20plant,
Bougainvillea,Bougainvillea.jpg,Non-native,Vine,Caution,Ornamental thorny vine; thorns cause injury; drought-tolerant,,,https://www.google.com/search?q=Bougainvillea%20California%20native%20plant,
Field Bindweed,Field_Bindweed.jpg,Non-native,Vine,Caution,Invasive; hard to eradicate; morning glory flowers; deep roots,,,https://www.google.com/search?q=Field%20Bindweed%20California%20native%20plant,
Morning Glory (Bindweed),Morning_Glory.jpg,Non-native,Vine,Caution,Ornamental invasive; seeds toxic; twining garden vine,,,https://www.google.com/search?q=Morning%20Glory%20%28Bindweed%29%20California%20native%20plant,
Dodder (Field),Dodder.jpg,Non-native,Vine,Not edible,Parasitic vine; smothers host plants; invasive; no chlorophyll,,,https://www.google.com/search?q=Dodder%20%28Field%29%20California%20native%20plant,
Fountain Grass,Fountain_Grass.jpg,Non-native,Grass,Not edible,Invasive ornamental; fire hazard; displaces native plants,,,https://www.google.com/search?q=Fountain%20Grass%20California%20native%20plant,
African Lovegrass,African_Lovegrass.jpg,Non-native,Grass,Not edible,Invasive; fire hazard; displaces native grasses,,,https://www.google.com/search?q=African%20Lovegrass%20California%20native%20plant,
Veldt Grass,Veldt_Grass.jpg,Non-native,Grass,Not edible,Invasive; fire hazard; South African origin; dry slope weed,,,https://www.google.com/search?q=Veldt%20Grass%20California%20native%20plant,
Common Fig (Feral),Common_Fig.jpg,Non-native,Tree,Edible,Edible fruit; wildlife food; riparian invasive; ornamental,,,https://www.google.com/search?q=Common%20Fig%20%28Feral%29%20California%20native%20plant,
Tree Mallow,Tree_Mallow.jpg,Non-native,Herb,Edible,Edible leaves & flowers; ornamental; coastal weed; bee forage,,,https://www.google.com/search?q=Tree%20Mallow%20California%20native%20plant,
Pride of Madeira,Pride_of_Madeira.jpg,Non-native,Shrub,Not edible,Ornamental coastal shrub; bee forage; can naturalize; blue spires,,,https://www.google.com/search?q=Pride%20of%20Madeira%20California%20native%20plant,
Spanish Broom,Spanish_Broom.jpg,Non-native,Shrub,Poisonous,Invasive; toxic seeds; fire hazard; ornamental yellow flowers,,,https://www.google.com/search?q=Spanish%20Broom%20California%20native%20plant,
French Broom,French_Broom.jpg,Non-native,Shrub,Poisonous,Highly invasive; toxic; fire hazard; hard to eradicate; nitrogen fixer,,,https://www.google.com/search?q=French%20Broom%20California%20native%20plant,
Scotch Broom,Scotch_Broom.jpg,Non-native,Shrub,Poisonous,Highly invasive; toxic; fire hazard; hard to eradicate,,,https://www.google.com/search?q=Scotch%20Broom%20California%20native%20plant,
Gorse,Gorse.jpg,Non-native,Shrub,Not edible,Invasive spiny shrub; fire hazard; impenetrable thickets,,,https://www.google.com/search?q=Gorse%20California%20native%20plant,
Australian Saltbush,Australian_Saltbush.jpg,Non-native,Shrub,Edible,Edible salty leaves; drought-tolerant; erosion control; ornamental,,,https://www.google.com/search?q=Australian%20Saltbush%20California%20native%20plant,
Russian Olive,Russian_Olive.jpg,Non-native,Tree,Edible,Edible fruit; wildlife food; invasive riparian; silver foliage,,,https://www.google.com/search?q=Russian%20Olive%20California%20native%20plant,
White Mulberry,White_Mulberry.jpg,Non-native,Tree,Edible,Edible berries; silkworm host; invasive urban tree; wildlife food,,,https://www.google.com/search?q=White%20Mulberry%20California%20native%20plant,
Common Hawthorn,Common_Hawthorn.jpg,Non-native,Tree,Edible,Edible berries (haws); medicinal heart tonic; wildlife; hedging,,,https://www.google.com/search?q=Common%20Hawthorn%20California%20native%20plant,
London Plane Tree,London_Plane_Tree.jpg,Non-native,Tree,Not edible,Street tree; pollution-tolerant; ornamental bark; wildlife,,,https://www.google.com/search?q=London%20Plane%20Tree%20California%20native%20plant,
Canary Island Pine,Canary_Island_Pine.jpg,Non-native,Tree,Not edible,Ornamental street tree; fire-adapted; drought-tolerant,,,https://www.google.com/search?q=Canary%20Island%20Pine%20California%20native%20plant,
Italian Cypress,Italian_Cypress.jpg,Non-native,Tree,Not edible,Ornamental architectural tree; cemetery planting; windbreak,,,https://www.google.com/search?q=Italian%20Cypress%20California%20native%20plant,
Artichoke,Artichoke.jpg,Non-native,Herb,Edible,Edible flower buds; ornamental silvery foliage; bee forage,,,https://www.google.com/search?q=Artichoke%20California%20native%20plant,
